id,uri,lemma,pos,morpho,principal_parts,irregular_forms,alternative_forms,pronunciation,prosody,validated
13989,α14565,ἀργηστής,n,n-s---mn1e,ἀργηστού,,,,,0
13993,α14569,ἀργικέραυνος,a,aps---cn2-,ἀργικέραυνος ἀργικέραυνος ἀργικέραυνον,,,,,0
14013,α14588,ἀργόβιος,a,aps---cn2-,ἀργόβιος ἀργόβιος ἀργόβιον,,,,,0
14029,α14601,ἀργυραμοιβικός,a,aps---mn1-,ἀργυραμοιβικός ἀργυραμοιβική ἀργυραμοιβικόν,,,,,0
14047,α14619,ἀργυρίς,n,n-s---fn3d,ἀργυρίδος,,,,,0
14048,α14620,ἀργυρισμός,n,----------,,,,,,0
14051,α14623,ἀργυρογνωμονικός,a,aps---mn1-,ἀργυρογνωμονικός ἀργυρογνωμονική ἀργυρογνωμονικόν,,,,,0
14088,α14660,ἀργυροταμιευτικός,a,aps---mn1-,ἀργυροταμιευτικός ἀργυροταμιευτική ἀργυροταμιευτικόν,,,,,0
14093,α14665,ἀργυροτράπεζα,n,n-s---fn1s,ἀργυροτράπεζας,,,,,0
14101,α14673,ἀργυρόχροος,a,aps---cn2-,ἀργυρόχροος ἀργυρόχροος ἀργυρόχροον,,,,,0
14131,α14704,ἀρδρομηκιαῖος,a,aps---mn1-,ἀρδρομηκιαῖος ἀρδρομηκιαῖα ἀρδρομηκιαῖον,,,,,0
14146,,Ἀρείτολμος,a,aps---cn2-,Ἀρείτολμος Ἀρείτολμος Ἀρείτολμον,,,,,0
14158,α14718,ἀρεσκευτικός,a,aps---mn1-,ἀρεσκευτικός ἀρεσκευτική ἀρεσκευτικόν,,,,,0
14187,,Ἀρηί̈φθορος,a,aps---cn2-,Ἀρηί̈φθορος Ἀρηί̈φθορος Ἀρηί̈φθορον,,,,,0
14203,α14756,ἀρητυμένος,n,----------,,,,,,0
14206,α14759,ἄρθμιος,a,aps---mn1-,ἄρθμιος ἄρθμια ἄρθμιον,,aps---cn2-=ἄρθμιος aps---cn2-=ἄρθμιος aps---nn2-=ἄρθμιον,,,0
14231,α14784,ἀριδάκρυτος,a,aps---cn2-,ἀριδάκρυτος ἀριδάκρυτος ἀριδάκρυτον,,,,,0
14256,α14809,ἄριν,n,----------,,,,,,0
14258,,Ἀριοντία,n,n-s---fn1l,Ἀριοντίας,,,,,0
14273,,Ἀριστάρχειος,a,aps---mn1-,Ἀριστάρχειος Ἀριστάρχεια Ἀριστάρχειον,,,,,0
14291,α14840,ἀριστευτικός,a,aps---mn1-,ἀριστευτικός ἀριστευτική ἀριστευτικόν,,,,,0
14309,α14858,ἀριστοκράτης,n,n-s---mn1e,ἀριστοκράτου,,,,,0
14310,α14859,ἀριστοκρατία,n,n-s---fn1l,ἀριστοκρατίας,,,,,0
14331,α14880,ἀριστότατος,a,aps---mn1-,ἀριστότατος ἀριστοτάτη ἀριστότατον,,,,,0
14357,α14900,ἀρκεσίβουλος,a,aps---cn2-,ἀρκεσίβουλος ἀρκεσίβουλος ἀρκεσίβουλον,,,,,0
14358,α14901,ἀρκεσίγυιος,a,aps---cn2-,ἀρκεσίγυιος ἀρκεσίγυιος ἀρκεσίγυιον,,,,,0
14364,α14907,ἀρκεύθινος,a,aps---mn1-,ἀρκεύθινος ἀρκευθίνη ἀρκεύθινον,,,,,0
14389,α14932,ἀρκτόμορφος,a,aps---cn2-,ἀρκτόμορφος ἀρκτόμορφος ἀρκτόμορφον,,,,,0
14413,α14953,ἁρμασίδουπος,n,----------,,,,,,0
14416,α14956,ἁρμάτειος,a,aps---cn2-,ἁρμάτειος ἁρμάτειος ἁρμάτειον,,,,,0
14436,α14976,ἁρματοπηγός,a,aps---cn2-,ἁρματοπηγός ἁρματοπηγός ἁρματοπηγόν,,,,,0
14461,α14998,ἁρμοδιοτυπής,a,aps---cn5s,ἁρμοδιοτυπής ἁρμοδιοτυπής ἁρμοδιοτυπές,,,,,0
14467,α15003,ἁρμολόγησις,n,n-s---fn3v,ἁρμολογησέως,,,,,0
14495,α15026,ἀρνεοθοίνης,n,n-s---mn1e,ἀρνεοθοίνου,,,,,0
14516,α15046,ἀρνοτροφία,n,n-s---fn1l,ἀρνοτροφίας,,,,,0
14523,α15052,ἄρομα,n,n-s---nn3t,ἀρόματος,,,,,0
14529,α15058,ἀροτήρ,n,n-s---mn3r,ἀροτῆρος,,,/a.ro.tɛ̌ːr/,,0
14543,α15072,ἀροτρίασις,n,n-s---fn3v,ἀροτριασέως,,,,,0
14569,α15099,ἁρπαγή,n,n-s---fn1e,ἁρπαγῆς,,,,,0
14579,α15108,ἁρπακτήρ,n,n-s---mn3r,ἁρπακτῆρος,,,,,0
14580,α15109,ἁρπακτήριος,a,aps---cn2-,ἁρπακτήριος ἁρπακτήριος ἁρπακτήριον,,,,,0
14599,α15128,ἁρπαστικός,a,aps---mn1-,ἁρπαστικός ἁρπαστική ἁρπαστικόν,,,,,0
14630,α15156,ἀρρενικός,a,aps---mn1-,ἀρρενικός ἀρρενική ἀρρενικόν,,,,,0
14631,α15157,ἀρρενογαμέω,v,----------,,,,,,0
14633,α15159,ἀρρενογονία,n,n-s---fn1l,ἀρρενογονίας,,,,,0
14650,α15176,ἀρρενοτόκος,a,aps---cn2-,ἀρρενοτόκος ἀρρενοτόκος ἀρρενοτόκον,,,,,0
14674,α15200,ἄρρητος,a,aps---cn2-,ἄρρητος ἄρρητος ἄρρητον,,aps---mn1-=ἄρρητος aps---fn1-=ἄρρητα aps---nn1-=ἄρρητον,,,0
14681,α15206,ἀρρηφόρια,n,n-p---nn2-,ἀρρηφορίων,,,,,0
14684,α15210,ἀρρίγητος,a,aps---cn2-,ἀρρίγητος ἀρρίγητος ἀρρίγητον,,,,,0
14706,α15232,ἀρρυσίαστος,a,aps---cn2-,ἀρρυσίαστος ἀρρυσίαστος ἀρρυσίαστον,,,,,0
14730,α15256,ἀρσενόμορφος,a,aps---cn2-,ἀρσενόμορφος ἀρσενόμορφος ἀρσενόμορφον,,,,,0
14733,α15259,ἀρσενωπή,n,----------,,,,,,0
14734,α15260,ἄρσην,a,aps---cn5n,ἄρσην ἄρσην ἄρσεν,,,/ár.sɛːn/,,0
14744,α15269,ἀρταβίειος,a,aps---mn1-,ἀρταβίειος ἀρταβίεια ἀρταβίειον,,aps---cn2-=ἀρταβίειος aps---cn2-=ἀρταβίειος aps---nn2-=ἀρταβίειον,,,0
14787,α15305,ἀρτιβρεφής,a,aps---cn5s,ἀρτιβρεφής ἀρτιβρεφής ἀρτιβρεφές,,,,,0
14802,α15320,ἀρτίδακρυς,a,aps---cn5u,ἀρτίδακρυς ἀρτίδακρυς ἀρτίδακρυ,,,,,0
14825,α15343,ἀρτιλόχευτος,a,aps---cn2-,ἀρτιλόχευτος ἀρτιλόχευτος ἀρτιλόχευτον,,,,,0
14832,α15348,ἀρτιογώνιος,a,aps---cn2-,ἀρτιογώνιος ἀρτιογώνιος ἀρτιογώνιον,,,,,0
14836,α15352,ἀρτιοπέρισσος,a,aps---cn2-,ἀρτιοπέρισσος ἀρτιοπέρισσος ἀρτιοπέρισσον,,,,,0
14867,α15383,ἀρτίφονος,a,aps---cn2-,ἀρτίφονος ἀρτίφονος ἀρτίφονον,,,,,0
14878,α15394,ἀρτίχριστος,a,aps---cn2-,ἀρτίχριστος ἀρτίχριστος ἀρτίχριστον,,,,,0
14885,α15401,ἀρτοκάπηλος,n,n-s---mn2-,ἀρτοκαπήλου,,,,,0
14909,α15425,ἀρτοπώλης,n,n-s---mn1e,ἀρτοπώλου,,,,,0
14920,α15436,ἀρτουργός,a,aps---cn2-,ἀρτουργός ἀρτουργός ἀρτουργόν,,,,,0
14932,α15446,ἀρτυματοποιί̈α,n,n-s---fn1l,ἀρτυματοποιί̈ας,,,,,0
14948,α15463,ἀρύβαλλος,n,n-s---mn2-,ἀρυβάλλου,,,/a.rý.bal.los/,,0
14971,α15486,ἀρχάγγελος,a,aps---cn2-,ἀρχάγγελος ἀρχάγγελος ἀρχάγγελον,,,,,0
14985,α15501,ἀρχαιοπινής,a,aps---cn5s,ἀρχαιοπινής ἀρχαιοπινής ἀρχαιοπινές,,,,,0
14988,α15516,ἀρχαῖος,a,aps---mn1-,ἀρχαῖος ἀρχαῖα ἀρχαῖον,,aps---cn2-=ἀρχαῖος aps---cn2-=ἀρχαῖος aps---nn2-=ἀρχαῖον,/ar.kʰái̯.os/,,0
15027,α15541,ἀρχέσπερος,a,aps---cn2-,ἀρχέσπερος ἀρχέσπερος ἀρχέσπερον,,,,,0
15034,α15549,ἀρχέφηβος,n,n-s---mn2-,ἀρχεφήβου,,,,,0
15058,α15573,ἀρχιβουλευτής,n,n-s---mn1e,ἀρχιβουλευτού,,,,,0
15079,α15594,ἀρχιερατικός,a,aps---mn1-,ἀρχιερατικός ἀρχιερατική ἀρχιερατικόν,,,,,0
15085,α15600,ἀρχιερωσύνη,n,n-s---fn1e,ἀρχιερωσύνης,,,,,0
15092,α15607,ἀρχιθεώρησις,n,n-s---fn3v,ἀρχιθεωρησέως,,,,,0
15111,,Ἀρχιλόχειος,a,aps---mn1-,Ἀρχιλόχειος Ἀρχιλόχεια Ἀρχιλόχειον,,,,,0
15134,α15648,ἀρχίπλανος,n,n-s---mn2-,ἀρχιπλάνου,,,,,0
15137,α15651,ἀρχιπρεσβευτής,n,n-s---mn1e,ἀρχιπρεσβευτού,,,,,0
15154,α15668,ἀρχιτεκτονεύμα,n,n-s---nn3t,ἀρχιτεκτονεύματος,,,,,0
15178,α15692,ἀρχογλυπτάδης,n,n-s---mn1e,ἀρχογλυπτάδου,,,,,0
15185,α15699,ἀρχοντικός,a,aps---mn1-,ἀρχοντικός ἀρχοντική ἀρχοντικόν,,,,,0
15199,α15712,ἀρωγοναύτης,n,n-s---mn1e,ἀρωγοναύτου,,,,,0
15209,α15721,ἀρωματοφόρος,a,aps---cn2-,ἀρωματοφόρος ἀρωματοφόρος ἀρωματοφόρον,,,,,0
15244,α15755,ἄσαρος,a,aps---cn2-,ἄσαρος ἄσαρος ἄσαρον,,,,,0
15250,α15761,ἀσαφήνιστος,a,aps---cn2-,ἀσαφήνιστος ἀσαφήνιστος ἀσαφήνιστον,,,,,0
15281,α15791,ἀσελγοποιός,a,aps---cn2-,ἀσελγοποιός ἀσελγοποιός ἀσελγοποιόν,,,,,0
15295,α15805,ἀσήμων,a,aps---cn3n,ἀσήμων ἀσήμων ἀσήμον,,,,,0
15301,α15811,ἄσηστος,a,aps---cn2-,ἄσηστος ἄσηστος ἄσηστον,,,,,0
15317,α15828,ἀσθματικός,a,aps---mn1-,ἀσθματικός ἀσθματική ἀσθματικόν,,,,,0
15347,α15849,ἀσιτία,n,n-s---fn1l,ἀσιτίας,,,,,0
15348,α15850,ἄσιτος,a,aps---cn2-,ἄσιτος ἄσιτος ἄσιτον,,,,,0
15359,α15861,ἄσκαλος,a,aps---cn2-,ἄσκαλος ἄσκαλος ἄσκαλον,,,,,0
15378,α15880,ἀσκέδαστος,a,aps---cn2-,ἀσκέδαστος ἀσκέδαστος ἀσκέδαστον,,,,,0
15398,α15900,ἄσκηπτος,a,aps---cn2-,ἄσκηπτος ἄσκηπτος ἄσκηπτον,,,,,0
15419,α15920,ἀσκοθύλακος,n,n-s---mn2-,ἀσκοθυλάκου,,,,,0
15433,α15934,ἀσκωληκόβρωτος,a,aps---cn2-,ἀσκωληκόβρωτος ἀσκωληκόβρωτος ἀσκωληκόβρωτον,,,,,0
15453,α15948,ἄσμενος,a,aps---mn1-,ἄσμενος ἀσμένη ἄσμενον,,,,,0
15454,α15949,ἄσμηκτος,a,aps---cn2-,ἄσμηκτος ἄσμηκτος ἄσμηκτον,,,,,0
15472,α15966,ἀσπαλιευτικός,a,aps---mn1-,ἀσπαλιευτικός ἀσπαλιευτική ἀσπαλιευτικόν,,,,,0
15494,α15988,ἀσπιδηστρόφος,a,aps---cn2-,ἀσπιδηστρόφος ἀσπιδηστρόφος ἀσπιδηστρόφον,,,,,0
15505,α15999,ἀσπιδοθρέμμων,a,aps---cn3n,ἀσπιδοθρέμμων ἀσπιδοθρέμμων ἀσπιδοθρέμμον,,,,,0
15523,α16017,ἀσπιστικός,a,aps---mn1-,ἀσπιστικός ἀσπιστική ἀσπιστικόν,,,,,0
15551,α16043,ἀστάθμευτος,a,aps---cn2-,ἀστάθμευτος ἀστάθμευτος ἀστάθμευτον,,,,,0
15556,α16048,ἄστακτος,a,aps---cn2-,ἄστακτος ἄστακτος ἄστακτον,,,,,0
15573,α16065,ἀστέγαστος,a,aps---cn2-,ἀστέγαστος ἀστέγαστος ἀστέγαστον,,,,,0
15599,α16090,ἀστερικός,a,aps---mn1-,ἀστερικός ἀστερική ἀστερικόν,,,,,0
15606,α16097,ἀστεροβλής,n,----------,,,,,,0
15607,α16098,ἀστεροδίνητος,a,aps---cn2-,ἀστεροδίνητος ἀστεροδίνητος ἀστεροδίνητον,,,,,0
15632,α16123,ἀστεφάνωτος,a,aps---cn2-,ἀστεφάνωτος ἀστεφάνωτος ἀστεφάνωτον,,,,,0
15653,α16141,ἄστιπτος,a,aps---cn2-,ἄστιπτος ἄστιπτος ἄστιπτον,,,,,0
15658,α16146,ἀστοιχείωτος,a,aps---cn2-,ἀστοιχείωτος ἀστοιχείωτος ἀστοιχείωτον,,,,,0
15703,α16191,ἀστραπαῖος,a,aps---mn1-,ἀστραπαῖος ἀστραπαῖα ἀστραπαῖον,,,,,0
15706,α16194,ἀστραπηβόλος,a,aps---cn2-,ἀστραπηβόλος ἀστραπηβόλος ἀστραπηβόλον,,,,,0
15734,α16224,ἀστροβλέφαρος,a,aps---cn2-,ἀστροβλέφαρος ἀστροβλέφαρος ἀστροβλέφαρον,,,,,0
15750,α16240,ἀστροειδής,a,aps---cn5s,ἀστροειδής ἀστροειδής ἀστροειδές,,,,,0
15762,α16252,ἀστρολόγημα,n,n-s---nn3t,ἀστρολογήματος,,,,,0
15780,α16271,ἀστρούθιστος,a,aps---cn2-,ἀστρούθιστος ἀστρούθιστος ἀστρούθιστον,,,,,0
15797,α16287,ἀστυγειτονικός,a,aps---mn1-,ἀστυγειτονικός ἀστυγειτονική ἀστυγειτονικόν,,,,,0
15819,α16309,ἄστυτος,a,aps---cn2-,ἄστυτος ἄστυτος ἄστυτον,,,,,0
15832,α16322,ἀσυγκατάθετος,a,aps---cn2-,ἀσυγκατάθετος ἀσυγκατάθετος ἀσυγκατάθετον,,,,,0
15843,α16333,ἀσύγκτητος,a,aps---cn2-,ἀσύγκτητος ἀσύγκτητος ἀσύγκτητον,,,,,0
15847,α16337,ἀσυγχώρητος,a,aps---cn2-,ἀσυγχώρητος ἀσυγχώρητος ἀσυγχώρητον,,,,,0
15871,α16362,ἀσυμμνημόνευτος,a,aps---cn2-,ἀσυμμνημόνευτος ἀσυμμνημόνευτος ἀσυμμνημόνευτον,,,,,0
15886,α16377,ἀσύμφθαρτος,a,aps---cn2-,ἀσύμφθαρτος ἀσύμφθαρτος ἀσύμφθαρτον,,,,,0
15889,α16380,ἀσύμφυλος,a,aps---cn2-,ἀσύμφυλος ἀσύμφυλος ἀσύμφυλον,,,,,0
15906,α16397,ἀσυνδεξίαστος,a,aps---cn2-,ἀσυνδεξίαστος ἀσυνδεξίαστος ἀσυνδεξίαστον,,,,,0
15929,α16420,ἀσύνθηκος,a,aps---cn2-,ἀσύνθηκος ἀσύνθηκος ἀσύνθηκον,,,,,0
15933,α16424,ἀσύννοος,a,aps---cn2-,ἀσύννοος ἀσύννοος ἀσύννοον,,ἀσύννους ἀσύννους ἀσύννουν,,,0
15959,α16450,ἀσφακέλιστος,a,aps---cn2-,ἀσφακέλιστος ἀσφακέλιστος ἀσφακέλιστον,,,,,0
15977,α16468,ἀσφαλτοφόρος,a,aps---cn2-,ἀσφαλτοφόρος ἀσφαλτοφόρος ἀσφαλτοφόρον,,,,,0
15989,α16480,ἀσφίγγωτος,a,aps---cn2-,ἀσφίγγωτος ἀσφίγγωτος ἀσφίγγωτον,,,,,0
16016,α16507,ἀσχοληματικός,a,aps---mn1-,ἀσχοληματικός ἀσχοληματική ἀσχοληματικόν,,,,,0
16032,α16523,ἄσωτος,a,aps---cn2-,ἄσωτος ἄσωτος ἄσωτον,,,,,0
16040,α16530,ἀταλαίπωρος,a,aps---cn2-,ἀταλαίπωρος ἀταλαίπωρος ἀταλαίπωρον,,,,,0
16069,α16559,ἀταρτηρός,a,aps---cn2-,ἀταρτηρός ἀταρτηρός ἀταρτηρόν,,,,,0
16084,α16574,ἀτέκμαρτος,a,aps---cn2-,ἀτέκμαρτος ἀτέκμαρτος ἀτέκμαρτον,,,,,0
16107,α16597,ἀτενιστός,a,aps---mn1-,ἀτενιστός ἀτενιστή ἀτενιστόν,,,,,0
16131,α16622,ἀτεύχητος,a,aps---cn2-,ἀτεύχητος ἀτεύχητος ἀτεύχητον,,,,,0
16132,α16623,ἄτεφρος,a,aps---cn2-,ἄτεφρος ἄτεφρος ἄτεφρον,,,,,0
16133,α16624,ἀτέχναστος,a,aps---cn2-,ἀτέχναστος ἀτέχναστος ἀτέχναστον,,,,,0
16163,α16653,ἀτιμαστέος,a,aps---mn1-,ἀτιμαστέος ἀτιμαστέα ἀτιμαστέον,,,,,0
16186,,Ἀτλαντικός,a,aps---mn1-,Ἀτλαντικός Ἀτλαντική Ἀτλαντικόν,,,,,0
16189,α16676,ἀτλησίφρων,n,----------,,,,,,0
16199,α16687,ἄτμητος,a,aps---cn2-,ἄτμητος ἄτμητος ἄτμητον,,,,,0
16218,α16706,ἀτόλμηρος,a,aps---cn2-,ἀτόλμηρος ἀτόλμηρος ἀτόλμηρον,,,,,0
16238,α16726,ἆτος,a,aps---cn2-,ἆτος ἆτος ἆτον,,,,,0
16241,α16729,ἀτρακίς,n,n-s---fn3d,ἀτρακίδος,,,,,0
16242,α16730,ἀτράκτιον,n,n-s---nn2-,ἀτρακτίου,,,,,0
16243,α16731,ἀτρακτοειδής,a,aps---cn5s,ἀτρακτοειδής ἀτρακτοειδής ἀτρακτοειδές,,,,,0
16244,α16732,ἄτρακτος,n,n-s---mn2-,ἀτράκτου,,,/á.trak.tos/,,0
16245,α16733,ἀτρακτυλίς,n,n-s---fn3d,ἀτρακτυλίδος,,,,,0
16247,α16735,ἀτρανής,r,----------,,,,,,0
16248,α16736,ἀτράνωτος,a,----------,,,,,,0
16249,α16737,ἀτράπεζος,a,----------,,,,,,0
16250,α16738,ἀτράπελος,n,----------,,,,,,0
16251,α16739,ἀτραπίζω,v,----------,,,,,,0
16252,α16740,ἀτραπιτός,n,----------,,,,,,0
16253,α16741,ἀτραπός,n,----------,,,,,,0
16254,α16742,ἀτραυμάτιστος,a,aps---cn2-,ἀτραυμάτιστος ἀτραυμάτιστος ἀτραυμάτιστον,,,,,0
16255,α16743,ἀτράφαξυς,n,----------,,,,,,0
16256,α16744,ἀτραφής,a,aps---cn5s,ἀτραφής ἀτραφής ἀτραφές,,,,,0
16294,α16781,ἀτριχόσαρκος,a,aps---cn2-,ἀτριχόσαρκος ἀτριχόσαρκος ἀτριχόσαρκον,,,,,0
16295,α16782,ἄτριψ,n,n-s---mn3l,ἄτριβος,,,,,0
16296,α16783,ἀτριψία,n,n-s---fn1l,ἀτριψίας,,,,,0
16297,α16784,ἀτρομέω,v,----------,,,,,,0
16298,α16785,ἀτρόμητος,a,aps---cn2-,ἀτρόμητος ἀτρόμητος ἀτρόμητον,,,,,0
16299,α16786,ἄτρομος,a,aps---cn2-,ἄτρομος ἄτρομος ἄτρομον,,,,,0
16300,α16787,ἁτροπάμπαις,n,----------,,,,,,0
16301,α16788,ἀτροπία,n,n-s---fn1l,ἀτροπίας,,,,,0
16302,α16789,ἄτροπος,a,aps---cn2-,ἄτροπος ἄτροπος ἄτροπον,,,,,0
16303,α16790,ἀτροφέω,v,----------,,,,,,0
16304,α16791,ἀτροφής,a,aps---cn5s,ἀτροφής ἀτροφής ἀτροφές,,,,,0
16305,α16792,ἀτροφία,n,n-s---fn1l,ἀτροφίας,,,,,0
16349,,Ἀττικίων,a,----------,,,,,,0
16351,,Ἀττικός,a,aps---mn1-,Ἀττικός Ἀττική Ἀττικόν,,,/at.ti.kós/,,0
16377,α00021,αὐαλέος,a,aps---mn1-,αὐαλέος αὐαλέα αὐαλέον,,,,,0
16401,α00143,αὐδήεις,a,aps---mn4i,αὐδήεις αὐδήεσσα αὐδήεν,,,,,0
16405,α00162,αὐειρόμεναι,n,----------,,,,,,0
16415,α00188,αὐθάδης,a,aps---cn3s,αὐθάδης αὐθάδης αὐθάδες,,,,,0
16431,α00217,αὐθεντικός,a,aps---mn1-,αὐθεντικός αὐθεντική αὐθεντικόν,,,/au̯.tʰen.ti.kós/,,0
16456,α00309,αὐλακίζω,v,----------,,,,,,0
16465,α00324,αὔλειος,a,aps---mn1-,αὔλειος αὔλεια αὔλειον,,aps---cn2-=αὔλειος aps---cn2-=αὔλειος aps---nn2-=αὔλειον,,,0
16499,α00365,αὐλοθήκη,n,n-s---fn1e,αὐλοθήκης,,,,,0
16511,α00376,αὐλοτρυπητικῶς,r,----------,,,,,,0
16515,α00321,αὐλῳδικός,a,aps---mn1-,αὐλῳδικός αὐλῳδική αὐλῳδικόν,,,,,0
16542,α00593,αὐξιθαλής,a,aps---cn5s,αὐξιθαλής αὐξιθαλής αὐξιθαλές,,,,,0
16566,α16847,ἀϋπνία,n,n-s---fn1l,ἀϋπνίας,,,,,0
16568,α16849,ἀϋπνοσύνη,n,n-s---fn1e,ἀϋπνοσύνης,,,,,0
16573,α00694,αὐρίγαμμος,a,aps---cn2-,αὐρίγαμμος αὐρίγαμμος αὐρίγαμμον,,,,,0
16602,α00810,αὐτάρεσκος,a,aps---cn2-,αὐτάρεσκος αὐτάρεσκος αὐτάρεσκον,,,,,0
16619,α00829,αὐτεξούσιος,a,aps---cn2-,αὐτεξούσιος αὐτεξούσιος αὐτεξούσιον,,,,,0
16621,α00831,αὐτεπάγγελτος,a,aps---cn2-,αὐτεπάγγελτος αὐτεπάγγελτος αὐτεπάγγελτον,,,,,0
16655,α00891,αὐτοανόσιον,n,n-s---nn2-,αὐτοανοσίου,,,,,0
16668,α00903,αὐτοβόητος,a,aps---cn2-,αὐτοβόητος αὐτοβόητος αὐτοβόητον,,,,,0
16680,α00917,αὐτογεννητικός,a,aps---mn1-,αὐτογεννητικός αὐτογεννητική αὐτογεννητικόν,,,,,0
16714,α00950,αὐτοδίδακτος,n,----------,,,,,,0
16715,α00951,αὐτοδιήγητος,a,aps---cn2-,αὐτοδιήγητος αὐτοδιήγητος αὐτοδιήγητον,,,,,0
16747,α00983,αὐτοεξούσιος,a,aps---cn2-,αὐτοεξούσιος αὐτοεξούσιος αὐτοεξούσιον,,,,,0
16758,α00994,αὐτοζῷον,n,n-s---nn2-,αὐτοζῴου,,,,,0
16764,α01000,αὐτοθελεί,r,----------,,,,,,0
16765,α01001,αὐτοθελής,a,aps---cn5s,αὐτοθελής αὐτοθελής αὐτοθελές,,,,,0
16778,α01014,αὐτοκάβδαλος,a,aps---cn2-,αὐτοκάβδαλος αὐτοκάβδαλος αὐτοκάβδαλον,,,,,0
16809,α01044,αὐτοκρατής,a,aps---cn5s,αὐτοκρατής αὐτοκρατής αὐτοκρατές,,,,,0
16812,α01048,αὐτοκρατορία,n,n-s---fn1l,αὐτοκρατορίας,,,,,0
16813,α01047,αὐτοκρατόρια,n,n-p---nn2-,αὐτοκρατορίων,,,,,0
16835,α01071,αὐτολόχευτος,a,aps---cn2-,αὐτολόχευτος αὐτολόχευτος αὐτολόχευτον,,,,,0
16859,α01094,αὐτομήνυτος,a,aps---cn2-,αὐτομήνυτος αὐτομήνυτος αὐτομήνυτον,,,,,0
16860,α01095,αὐτομήτωρ,n,n-s---fn3r,αὐτομήτορος,,,,,0
16861,α01097,αὐτόμοιρος,a,aps---cn2-,αὐτόμοιρος αὐτόμοιρος αὐτόμοιρον,,,,,0
16880,α01116,αὐτόξεστος,a,aps---cn2-,αὐτόξεστος αὐτόξεστος αὐτόξεστον,,,,,0
16899,α01135,αὐτοπερίγραφος,a,aps---cn2-,αὐτοπερίγραφος αὐτοπερίγραφος αὐτοπερίγραφον,,,,,0
16910,α01146,αὐτοποιός,a,aps---cn2-,αὐτοποιός αὐτοποιός αὐτοποιόν,,,,,0
16923,α01159,αὐτόπρακτος,a,aps---cn2-,αὐτόπρακτος αὐτόπρακτος αὐτόπρακτον,,,,,0
16952,α01190,αὐτοσίδηρος,a,aps---cn2-,αὐτοσίδηρος αὐτοσίδηρος αὐτοσίδηρον,,,,,0
16957,α01195,αὐτόσκωμμα,n,n-s---nn3t,αὐτοσκώμματος,,,,,0
16961,α01199,αὐτόσοφος,a,aps---cn2-,αὐτόσοφος αὐτόσοφος αὐτόσοφον,,,,,0
16985,α01223,αὐτοσχεδιαστικός,a,aps---mn1-,αὐτοσχεδιαστικός αὐτοσχεδιαστική αὐτοσχεδιαστικόν,,,,,0
17001,α01240,αὐτότεχνος,a,aps---cn2-,αὐτότεχνος αὐτότεχνος αὐτότεχνον,,,,,0
17015,α01252,αὐτουδέτερος,a,aps---cn2-,αὐτουδέτερος αὐτουδέτερος αὐτουδέτερον,,,,,0
17038,α01274,αὐτοφόρητος,a,aps---cn2-,αὐτοφόρητος αὐτοφόρητος αὐτοφόρητον,,,,,0
17048,α01284,αὐτοφωρίᾳ,n,----------,,,,,,0
17049,α01285,αὐτόφωρος,a,aps---cn2-,αὐτόφωρος αὐτόφωρος αὐτόφωρον,,,,,0
17060,α01296,αὐτοχειροτόνητος,a,aps---cn2-,αὐτοχειροτόνητος αὐτοχειροτόνητος αὐτοχειροτόνητον,,,,,0
17099,α01349,αὐχμέω,v,----------,,,,,,0
17103,α01355,αὐχμηρόβιος,a,aps---cn2-,αὐχμηρόβιος αὐχμηρόβιος αὐχμηρόβιον,,,,,0
17133,α16871,ἀφαιρετικός,a,aps---mn1-,ἀφαιρετικός ἀφαιρετική ἀφαιρετικόν,,,/a.pʰai̯.re.ti.kós/,,0
17155,α16891,ἀφανίζω,v,----------,,,,,,0
17159,α16895,ἀφανιστής,n,n-s---mn1e,ἀφανιστού,,,,,0
17177,α16913,ἀφάρμακος,a,aps---cn2-,ἀφάρμακος ἀφάρμακος ἀφάρμακον,,,,,0
17205,α16939,ἀφειδής,a,aps---cn5s,ἀφειδής ἀφειδής ἀφειδές,,,,,0
17211,α16945,ἀφεκτικός,a,aps---mn1-,ἀφεκτικός ἀφεκτική ἀφεκτικόν,,,,,0
17228,α16962,ἀφερεπονία,n,n-s---fn1l,ἀφερεπονίας,,,,,0
17247,α16980,ἀφέταιρος,a,aps---cn2-,ἀφέταιρος ἀφέταιρος ἀφέταιρον,,,,,0
17265,α16998,ἀφέψω,v,----------,,,,,,0
17268,α17001,ἀφηβάω,v,----------,,,,,,0
17301,α17033,ἄφθαρτος,a,aps---cn2-,ἄφθαρτος ἄφθαρτος ἄφθαρτον,,,,,0
17322,α17054,ἀφιδρόω,v,----------,,,,,,0
17327,α17059,ἀφιδρωτήριον,n,n-s---nn2-,ἀφιδρωτηρίου,,,,,0
17348,α17080,ἀφιλήδονος,a,aps---cn2-,ἀφιλήδονος ἀφιλήδονος ἀφιλήδονον,,,,,0
17372,α17104,ἀφιλόστοργος,a,aps---cn2-,ἀφιλόστοργος ἀφιλόστοργος ἀφιλόστοργον,,,,,0
17383,α17115,ἀφιπποδρομά,n,n-s---fn1l,ἀφιπποδρομᾶς,,,,,0
17399,α17132,ἄφλοισβος,a,aps---cn2-,ἄφλοισβος ἄφλοισβος ἄφλοισβον,,,,,0
17422,α17155,ἀφολίδωτος,n,----------,,,,,,0
17424,α17157,ἄφολκος,a,aps---cn2-,ἄφολκος ἄφολκος ἄφολκον,,,,,0
