id,uri,lemma,pos,morpho,principal_parts,prosody,validated
25335,δ03355,δικαστικός,a,aps---mn1-,δικαστικός δικαστική δικαστικόν,δικαστικός,0
46932,θ01534,θυμαρής,a,aps---cn5s,θυμαρής θυμαρής θυμαρές,θυμαρής,0
26046,δ04003,διχήλησις,n,n-s---fn3v,διχηλησέως,διχήλησις,0
26063,δ04021,διχόθυμος,a,aps---cn2-,διχόθυμος διχόθυμος διχόθυμον,διχόθυμος,0
26075,δ04033,διχόμυθος,a,aps---cn2-,διχόμυθος διχόμυθος διχόμυθον,διχόμυθος,0
26114,δ04072,δίχωρον,n,n-s---nn2-,διχώρου,δίχωρον,0
26119,δ04076,διψαλέος,a,aps---mn1-,διψαλέος διψαλέα διψαλέον,διψαλέος,0
26145,δ04102,διωκτέος,a,aps---mn1-,διωκτέος διωκτέα διωκτέον,διωκτέος,0
26169,δ04124,διωρισμένως,r,----------,,διωρισμένως,0
26171,δ04126,διώροφος,a,aps---cn2-,διώροφος διώροφος διώροφον,διώροφος,0
26198,δ04158,δνοφερός,a,aps---mn1-,δνοφερός δνοφερά δνοφερόν,δνοφερός,0
26220,δ04183,δοιδυκοφόβα,n,n-s---fn1l,δοιδυκοφόβας,δοιδυκοφόβα,0
26225,δ04188,δοιοτόκος,a,aps---cn2-,δοιοτόκος δοιοτόκος δοιοτόκον,δοιοτόκος,0
26235,δ04199,δοκησιδέξιος,a,aps---cn2-,δοκησιδέξιος δοκησιδέξιος δοκησιδέξιον,δοκησιδέξιος,0
26279,δ04243,δολιόμυθος,a,aps---cn2-,δολιόμυθος δολιόμυθος δολιόμυθον,δολιόμυθος,0
26283,δ04247,δολιότροπος,a,aps---cn2-,δολιότροπος δολιότροπος δολιότροπον,δολιότροπος,0
26315,δ04279,δολομήχανος,a,aps---cn2-,δολομήχανος δολομήχανος δολομήχανον,δολομήχανος,0
26328,δ04295,δολοσχερής,a,aps---cn5s,δολοσχερής δολοσχερής δολοσχερές,δολοσχερής,0
26345,δ04312,δολωνικός,a,aps---mn1-,δολωνικός δολωνική δολωνικόν,δολωνικός,0
26366,δ04333,δονάκινος,a,aps---mn1-,δονάκινος δονακίνη δονάκινον,δονάκινος,0
26383,δ04350,δοξασία,n,n-s---fn1l,δοξασίας,δοξασία,0
26422,δ04391,δορατοξόος,a,aps---cn2-,δορατοξόος δορατοξόος δορατοξόον,δορατοξόος,0
26433,δ04402,δοριθρασής,a,aps---cn5s,δοριθρασής δοριθρασής δοριθρασές,δοριθρασής,0
26437,δ04406,δορίκρανος,a,aps---cn2-,δορίκρανος δορίκρανος δορίκρανον,δορίκρανος,0
26484,δ04452,δορυθαρσής,a,aps---cn3s,δορυθαρσής δορυθαρσής δορυθαρσές,δορυθαρσής,0
26496,δ04464,δορυσσόητος,a,aps---cn2-,δορυσσόητος δορυσσόητος δορυσσόητον,δορυσσόητος,0
26523,δ04493,δουκικός,a,aps---mn1-,δουκικός δουκική δουκικόν,δουκικός,0
26536,δ04506,δουλευτέον,a,----------,,δουλευτέον,0
26537,δ04507,δουλευτός,a,aps---mn1-,δουλευτός δουλευτή δουλευτόν,δουλευτός,0
26559,δ04529,δουλοπόνηρος,a,aps---cn2-,δουλοπόνηρος δουλοπόνηρος δουλοπόνηρον,δουλοπόνηρος,0
26587,δ04552,δούριος,a,aps---mn1-,δούριος δούρια δούριον,δούριος,0
26620,δ04585,δραγματολόγος,a,aps---cn2-,δραγματολόγος δραγματολόγος δραγματολόγον,δραγματολόγος,0
26641,δ04607,δρακοντίς,n,n-s---fn3d,δρακοντίδος,δρακοντίς,0
25999,δ03955,διφρευτικός,a,aps---mn1-,διφρευτικός διφρευτική διφρευτικόν,διφρευτικός,0
18049,β00149,βαθυχαιτήεις,a,aps---mn4i,βαθυχαιτήεις βαθυχαιτήεσσα βαθυχαιτήεν,βαθυχαιτήεις,0
26015,δ03973,διφροῦχος,a,aps---cn2-,διφροῦχος διφροῦχος διφροῦχον,διφροῦχος,0
26701,δ04663,δράσκασις,n,n-s---fn3v,δρασκασέως,δράσκασις,0
6070,α06699,ἀναθεματικός,a,aps---mn1-,ἀναθεματικός ἀναθεματική ἀναθεματικόν,ἀναθεματικός,0
6088,α06717,ἀνάθλιψις,n,n-s---fn3v,ἀναθλιψέως,ἀνάθλιψις,0
26716,δ04678,δραχμαῖος,a,aps---mn1-,δραχμαῖος δραχμαῖα δραχμαῖον,δραχμαῖος,0
26734,δ04696,δρεπανοφόρος,a,aps---cn2-,δρεπανοφόρος δρεπανοφόρος δρεπανοφόρον,δρεπανοφόρος,0
26743,δ04704,δρησμοσύνη,n,n-s---fn1e,δρησμοσύνης,δρησμοσύνη,0
26753,δ04712,δριμυλέων,n,n-s---mn3t,δριμυλέοντος,δριμυλέων,0
26787,δ04748,δρομόω,v,----------,,δρομόω,0
26788,δ04749,δρόμων,n,n-s---mn3n,δρόμωνος,δρόμων,0
26800,δ04762,δροσογόνος,a,aps---cn2-,δροσογόνος δροσογόνος δροσογόνον,δροσογόνος,0
26815,δ04779,δρυηκόπος,a,aps---cn2-,δρυηκόπος δρυηκόπος δρυηκόπον,δρυηκόπος,0
26841,δ04804,δρυοπετής,a,aps---cn5s,δρυοπετής δρυοπετής δρυοπετές,δρυοπετής,0
26853,δ04816,δρύππιος,a,aps---mn1-,δρύππιος δρύππια δρύππιον,δρύππιος,0
26863,δ04825,δρυφάκτωμα,n,n-s---nn3t,δρυφακτώματος,δρυφάκτωμα,0
26907,δ04867,δυναμερός,a,aps---mn1-,δυναμερός δυναμερά δυναμερόν,δυναμερός,0
26910,δ04870,δυναμοδύναμις,n,n-s---fn3v,δυναμοδυνάμεως,δυναμοδύναμις,0
26915,δ04875,δυναμωτικός,a,aps---mn1-,δυναμωτικός δυναμωτική δυναμωτικόν,δυναμωτικός,0
26963,δ04923,δυσαγώνιστος,a,aps---cn2-,δυσαγώνιστος δυσαγώνιστος δυσαγώνιστον,δυσαγώνιστος,0
26969,δ04929,δυσάθλιος,a,aps---cn2-,δυσάθλιος δυσάθλιος δυσάθλιον,δυσάθλιος,0
26993,δ04953,δυσαμάρτητος,a,aps---cn2-,δυσαμάρτητος δυσαμάρτητος δυσαμάρτητον,δυσαμάρτητος,0
27009,δ04968,δυσαναληψία,n,n-s---fn1l,δυσαναληψίας,δυσαναληψία,0
27047,δ05006,δυσαπόβλητος,a,aps---cn2-,δυσαπόβλητος δυσαπόβλητος δυσαπόβλητον,δυσαπόβλητος,0
27051,δ05010,δυσαπόδοτος,a,aps---cn2-,δυσαπόδοτος δυσαπόδοτος δυσαπόδοτον,δυσαπόδοτος,0
27058,δ05017,δυσαπολόγητος,a,aps---cn2-,δυσαπολόγητος δυσαπολόγητος δυσαπολόγητον,δυσαπολόγητος,0
27088,δ05047,δυσαυξής,a,aps---cn5s,δυσαυξής δυσαυξής δυσαυξές,δυσαυξής,0
27095,δ05054,δυσαχθής,a,aps---cn5s,δυσαχθής δυσαχθής δυσαχθές,δυσαχθής,0
27121,δ05080,δυσγνώριστος,a,aps---cn2-,δυσγνώριστος δυσγνώριστος δυσγνώριστον,δυσγνώριστος,0
27143,δ05102,δυσδιάθετος,a,aps---cn2-,δυσδιάθετος δυσδιάθετος δυσδιάθετον,δυσδιάθετος,0
27146,δ05105,δυσδιακόμιστος,a,aps---cn2-,δυσδιακόμιστος δυσδιακόμιστος δυσδιακόμιστον,δυσδιακόμιστος,0
27174,δ05133,δυσδιοίκητος,a,aps---cn2-,δυσδιοίκητος δυσδιοίκητος δυσδιοίκητον,δυσδιοίκητος,0
27183,δ05142,δυσεγκλήμων,n,----------,,δυσεγκλήμων,0
26642,δ04608,δρακοντίτης,n,n-s---mn1e,δρακοντίτου,δρακοντίτης,0
18628,β00690,βεκκεσέληνος,a,aps---cn2-,βεκκεσέληνος βεκκεσέληνος βεκκεσέληνον,βεκκεσέληνος,0
26688,δ04651,δραπέτευμα,n,n-s---nn3t,δραπετεύματος,δραπέτευμα,0
27309,δ05267,δυσεπίθετος,a,aps---cn2-,δυσεπίθετος δυσεπίθετος δυσεπίθετον,δυσεπίθετος,0
6099,α06728,ἀνάθρεψις,n,n-s---fn3v,ἀναθρεψέως,ἀνάθρεψις,0
6107,α06736,ἀναθυμίασις,n,n-s---fn3v,ἀναθυμιασέως,ἀναθυμίασις,0
27312,δ05270,δυσεπιλόγιστος,a,aps---cn2-,δυσεπιλόγιστος δυσεπιλόγιστος δυσεπιλόγιστον,δυσεπιλόγιστος,0
27341,δ05299,δυσετυμολόγητος,a,aps---cn2-,δυσετυμολόγητος δυσετυμολόγητος δυσετυμολόγητον,δυσετυμολόγητος,0
27354,δ05312,δυσήκεστος,a,aps---cn2-,δυσήκεστος δυσήκεστος δυσήκεστον,δυσήκεστος,0
27366,δ05324,δυσήμερος,a,aps---cn2-,δυσήμερος δυσήμερος δυσήμερον,δυσήμερος,0
27389,δ05347,δυσθέατος,a,aps---cn2-,δυσθέατος δυσθέατος δυσθέατον,δυσθέατος,0
27422,δ05380,δυσιθάλασσος,a,aps---cn2-,δυσιθάλασσος δυσιθάλασσος δυσιθάλασσον,δυσιθάλασσος,0
27439,δ05397,δυσκαρτέρητος,a,aps---cn2-,δυσκαρτέρητος δυσκαρτέρητος δυσκαρτέρητον,δυσκαρτέρητος,0
27490,δ05448,δυσκοινώνητος,a,aps---cn2-,δυσκοινώνητος δυσκοινώνητος δυσκοινώνητον,δυσκοινώνητος,0
27492,δ05450,δύσκοιτος,a,aps---cn2-,δύσκοιτος δύσκοιτος δύσκοιτον,δύσκοιτος,0
27500,δ05458,δυσκόμιστος,a,aps---cn2-,δυσκόμιστος δυσκόμιστος δυσκόμιστον,δυσκόμιστος,0
27522,δ05480,δύσλεκτρος,a,aps---cn2-,δύσλεκτρος δύσλεκτρος δύσλεκτρον,δύσλεκτρος,0
27542,δ05499,δυσμάχητος,a,aps---cn2-,δυσμάχητος δυσμάχητος δυσμάχητον,δυσμάχητος,0
27544,δ05501,δυσμεικτος,a,aps---cn2-,δυσμεικτος δυσμεικτος δυσμεικτον,δυσμεικτος,0
27562,δ05519,δυσμετάστρεπτος,a,aps---cn2-,δυσμετάστρεπτος δυσμετάστρεπτος δυσμετάστρεπτον,δυσμετάστρεπτος,0
27586,δ05543,δυσνίκητος,a,aps---cn2-,δυσνίκητος δυσνίκητος δυσνίκητον,δυσνίκητος,0
27594,δ05551,δύσνοος,a,aps---cn2-,δύσνοος δύσνοος δύσνοον,δύσνοος,0
27633,δ05590,δύσοπτος,a,aps---cn2-,δύσοπτος δύσοπτος δύσοπτον,δύσοπτος,0
27637,δ05594,δυσόργητος,a,aps---cn2-,δυσόργητος δυσόργητος δυσόργητον,δυσόργητος,0
27656,δ05613,δυσούριστος,a,aps---cn2-,δυσούριστος δυσούριστος δυσούριστον,δυσούριστος,0
27676,δ05633,δυσπαράκλητος,a,aps---cn2-,δυσπαράκλητος δυσπαράκλητος δυσπαράκλητον,δυσπαράκλητος,0
27678,δ05635,δυσπαρακόμιστος,a,aps---cn2-,δυσπαρακόμιστος δυσπαρακόμιστος δυσπαρακόμιστον,δυσπαρακόμιστος,0
27687,δ05644,δυσπαρηγόρητος,a,aps---cn2-,δυσπαρηγόρητος δυσπαρηγόρητος δυσπαρηγόρητον,δυσπαρηγόρητος,0
27720,δ05676,δυσπερινόητος,a,aps---cn2-,δυσπερινόητος δυσπερινόητος δυσπερινόητον,δυσπερινόητος,0
27745,δ05701,δύσπνοος,a,aps---cn2-,δύσπνοος δύσπνοος δύσπνοον,δύσπνοος,0
27766,δ05722,δυσπραγής,a,aps---cn5s,δυσπραγής δυσπραγής δυσπραγές,δυσπραγής,0
27224,δ05183,δυσεκπλήρωτος,a,aps---cn2-,δυσεκπλήρωτος δυσεκπλήρωτος δυσεκπλήρωτον,δυσεκπλήρωτος,0
6123,α06752,ἀναίλιπος,n,----------,,ἀναίλιπος,0
19264,β01314,βοτηρικός,a,aps---mn1-,βοτηρικός βοτηρική βοτηρικόν,βοτηρικός,0
27305,δ05263,δυσεπίβλητος,a,aps---cn2-,δυσεπίβλητος δυσεπίβλητος δυσεπίβλητον,δυσεπίβλητος,0
6129,α06758,ἀναιμορράγητος,a,aps---cn2-,ἀναιμορράγητος ἀναιμορράγητος ἀναιμορράγητον,ἀναιμορράγητος,0
27857,δ05812,δύστομος,a,aps---cn2-,δύστομος δύστομος δύστομον,δύστομος,0
27882,δ05837,δυσυπέρβατος,a,aps---cn2-,δυσυπέρβατος δυσυπέρβατος δυσυπέρβατον,δυσυπέρβατος,0
27904,δ05859,δύσφημος,a,aps---cn2-,δύσφημος δύσφημος δύσφημον,δύσφημος,0
27911,δ05866,δυσφόρητος,a,aps---cn2-,δυσφόρητος δυσφόρητος δυσφόρητον,δυσφόρητος,0
27953,δ05908,δυσχρηστία,n,n-s---fn1l,δυσχρηστίας,δυσχρηστία,0
27956,δ05911,δύσχροος,a,aps---cn2-,δύσχροος δύσχροος δύσχροον,δύσχροος,0
27992,δ05947,δυωδεκαδικός,a,aps---mn1-,δυωδεκαδικός δυωδεκαδική δυωδεκαδικόν,δυωδεκαδικός,0
28004,δ05959,δυωδεκατεύς,n,----------,,δυωδεκατεύς,0
28005,δ05960,δυωκαιεικοσίμετρος,n,----------,,δυωκαιεικοσίμετρος,0
28023,δ05977,δωδεκαζῴδιος,a,aps---cn2-,δωδεκαζῴδιος δωδεκαζῴδιος δωδεκαζῴδιον,δωδεκαζῴδιος,0
28048,δ06002,δωδεκάς,n,n-s---fn3d,δωδεκάδος,δωδεκάς,0
28049,δ06003,δωδεκάσεληνος,n,----------,,δωδεκάσεληνος,0
28092,δ06043,δωράκινον,n,n-s---nn2-,δωρακίνου,δωράκινον,0
28099,δ06050,δωρηματικός,a,aps---mn1-,δωρηματικός δωρηματική δωρηματικόν,δωρηματικός,0
28110,,Δωρικός,a,aps---mn1-,Δωρικός Δωρική Δωρικόν,Δωρικός,0
28133,δ06072,δωροληψία,n,n-s---fn1l,δωροληψίας,δωροληψία,0
28147,δ06085,δωσίδικος,a,aps---cn2-,δωσίδικος δωσίδικος δωσίδικον,δωσίδικος,0
28157,δ06094,δώτωρ,n,n-s---mn3r,δώτορος,δώτωρ,0
28187,ε00030,ἑβδεμήκοντα,a,aps---cn2-,ἑβδεμήκοντα ἑβδεμήκοντα ἐαρόχροον,ἑβδεμήκοντα,0
28208,ε00051,ἑβδομηκονταστάδιος,a,----------,,ἑβδομηκονταστάδιος,0
28209,ε00052,ἑβδομηκοντούτης,n,n-s---mn1e,ἑβδομηκοντούτου,ἑβδομηκοντούτης,0
28235,ε00077,ἐγγάμιος,a,aps---cn2-,ἐγγάμιος ἐγγάμιος ἐγγάμιον,ἐγγάμιος,0
28259,ε00101,ἐγγηϊσταί,n,n-p---mn2-,ἐγγηϊστῶν,ἐγγηϊσταί,0
28300,ε00141,ἐγγύημα,n,n-s---nn3t,ἐγγυήματος,ἐγγύημα,0
28317,ε00160,ἐγγώνιος,a,aps---cn2-,ἐγγώνιος ἐγγώνιος ἐγγώνιον,ἐγγώνιος,0
28335,ε00179,ἐγερσίχορος,a,aps---cn2-,ἐγερσίχορος ἐγερσίχορος ἐγερσίχορον,ἐγερσίχορος,0
28365,ε00209,ἐγκαθόρμισις,n,n-s---fn3v,ἐγκαθορμισέως,ἐγκαθόρμισις,0
28369,ε00213,ἐγκαινίζω,v,----------,,ἐγκαινίζω,0
28371,ε00215,ἐγκαίνισις,n,n-s---fn3v,ἐγκαινισέως,ἐγκαίνισις,0
28419,ε00263,ἐγκαταδύνω,v,----------,,ἐγκαταδύνω,0
27786,δ05742,δυσπροσόρμιστος,a,aps---cn2-,δυσπροσόρμιστος δυσπροσόρμιστος δυσπροσόρμιστον,δυσπροσόρμιστος,0
19903,β01947,βρυχητικός,a,aps---mn1-,βρυχητικός βρυχητική βρυχητικόν,βρυχητικός,0
20564,γ00459,γενή,n,n-s---fn1e,γενῆς,γενή,0
27853,δ05809,δύστοκος,a,aps---cn2-,δύστοκος δύστοκος δύστοκον,δύστοκος,0
6140,α06769,ἀναιρετήριος,a,aps---mn1-,ἀναιρετήριος ἀναιρετήρια ἀναιρετήριον,ἀναιρετήριος,0
28501,ε00345,ἐγκατοικέω,v,----------,,ἐγκατοικέω,0
28516,ε00360,ἐγκαυστικός,a,aps---mn1-,ἐγκαυστικός ἐγκαυστική ἐγκαυστικόν,ἐγκαυστικός,0
28541,ε00385,ἔγκεντρος,a,aps---cn2-,ἔγκεντρος ἔγκεντρος ἔγκεντρον,ἔγκεντρος,0
28567,ε00412,ἔγκιρρος,a,aps---cn2-,ἔγκιρρος ἔγκιρρος ἔγκιρρον,ἔγκιρρος,0
28585,ε00430,ἐγκλησία,n,n-s---fn1l,ἐγκλησίας,ἐγκλησία,0
28587,ε00432,ἐγκλητέος,a,aps---mn1-,ἐγκλητέος ἐγκλητέα ἐγκλητέον,ἐγκλητέος,0
28610,ε00455,ἐγκοίλιος,a,aps---cn2-,ἐγκοίλιος ἐγκοίλιος ἐγκοίλιον,ἐγκοίλιος,0
28633,ε00478,ἔγκολλος,a,aps---cn2-,ἔγκολλος ἔγκολλος ἔγκολλον,ἔγκολλος,0
28638,ε00483,ἐγκολπισμός,n,----------,,ἐγκολπισμός,0
28641,ε00486,ἐγκόμβωμα,n,n-s---nn3t,ἐγκομβώματος,ἐγκόμβωμα,0
28686,ε00531,ἐγκρέμασις,n,n-s---fn3v,ἐγκρεμασέως,ἐγκρέμασις,0
28694,ε00539,ἐγκριτήριος,a,aps---mn1-,ἐγκριτήριος ἐγκριτήρια ἐγκριτήριον,ἐγκριτήριος,0
28705,ε00550,ἐγκρυφιάζω,v,----------,,ἐγκρυφιάζω,0
28716,ε00561,ἔγκτητος,a,aps---mn1-,ἔγκτητος ἐγκτήτη ἔγκτητον,ἔγκτητος,0
28741,ε00586,ἐγκύμων,a,aps---cn3n,ἐγκύμων ἐγκύμων ἐγκύμον,ἐγκύμων,0
28750,ε00595,ἐγκύρτωσις,n,n-s---fn3v,ἐγκυρτωσέως,ἐγκύρτωσις,0
28806,ε00652,ἐγχαρίζομαι,v,----------,,ἐγχαρίζομαι,0
28809,ε00655,ἐγχειβρόμος,a,aps---cn2-,ἐγχειβρόμος ἐγχειβρόμος ἐγχειβρόμον,ἐγχειβρόμος,0
28833,ε00679,ἐγχελυοτρόφος,a,aps---cn2-,ἐγχελυοτρόφος ἐγχελυοτρόφος ἐγχελυοτρόφον,ἐγχελυοτρόφος,0
28857,ε00703,ἔγχνοος,a,aps---cn2-,ἔγχνοος ἔγχνοος ἔγχνοον,ἔγχνοος,0
28871,ε00717,ἐγχρέμπτομαι,v,----------,,ἐγχρέμπτομαι,0
28882,ε00729,ἐγχρόνιος,a,aps---cn2-,ἐγχρόνιος ἐγχρόνιος ἐγχρόνιον,ἐγχρόνιος,0
28909,ε00755,ἐγχυτρίστρια,n,n-s---fn1s,ἐγχυτρίστριας,ἐγχυτρίστρια,0
28912,ε00758,ἐγχωρέω,v,----------,,ἐγχωρέω,0
28913,ε00759,ἐγχώριος,a,----------,,ἐγχώριος,0
28923,ε00768,ἐδαφιαῖος,a,aps---mn1-,ἐδαφιαῖος ἐδαφιαῖα ἐδαφιαῖον,ἐδαφιαῖος,0
28970,ε00815,ἑδραστέον,v,----------,,ἑδραστέον,0
28971,ε00816,ἑδραστικός,a,aps---mn1-,ἑδραστικός ἑδραστική ἑδραστικόν,ἑδραστικός,0
29002,ε03718,ἐθειρολόγος,n,n-s---mn2-,ἐθειρολόγου,ἐθειρολόγος,0
29023,ε03739,ἐθελόκωφος,a,aps---cn2-,ἐθελόκωφος ἐθελόκωφος ἐθελόκωφον,ἐθελόκωφος,0
29030,ε03746,ἐθελόπονος,a,aps---cn2-,ἐθελόπονος ἐθελόπονος ἐθελόπονον,ἐθελόπονος,0
29069,ε00907,εἱαμενή,n,n-s---fn1e,εἱαμενῆς,εἱαμενή,0
28470,ε00314,ἐγκατάσκευος,a,aps---cn2-,ἐγκατάσκευος ἐγκατάσκευος ἐγκατάσκευον,ἐγκατάσκευος,0
20613,γ00509,γεραιόφλοιος,a,aps---cn2-,γεραιόφλοιος γεραιόφλοιος γεραιόφλοιον,γεραιόφλοιος,0
28476,ε00320,ἐγκαταστοιχειόομαι,v,----------,,ἐγκαταστοιχειόομαι,0
29130,ε01294,εἰδωλοποιέω,v,----------,,εἰδωλοποιέω,0
29133,ε01297,εἰδωλοποιητικός,a,aps---mn1-,εἰδωλοποιητικός εἰδωλοποιητική εἰδωλοποιητικόν,εἰδωλοποιητικός,0
6155,α06784,ἀναισίμωμα,n,n-s---nn3t,ἀναισιμώματος,ἀναισίμωμα,0
29174,ε01781,εἰκαστικός,a,aps---mn1-,εἰκαστικός εἰκαστική εἰκαστικόν,εἰκαστικός,0
29181,ε01838,εἰκέναι,n,----------,,εἰκέναι,0
29184,ε01873,εἰκοβολία,n,n-s---fn1l,εἰκοβολίας,εἰκοβολία,0
29201,ε01908,εἰκονώδης,a,aps---cn3s,εἰκονώδης εἰκονώδης εἰκονώ͂δες,εἰκονώδης,0
29233,ε01945,εἰκοσιεκταῖος,a,aps---mn1-,εἰκοσιεκταῖος εἰκοσιεκταῖα εἰκοσιεκταῖον,εἰκοσιεκταῖος,0
29262,ε01979,εἰκοστόπεμπτος,a,aps---cn2-,εἰκοστόπεμπτος εἰκοστόπεμπτος εἰκοστόπεμπτον,εἰκοστόπεμπτος,0
29278,ε02044,εἰκώς,n,----------,,εἰκώς,0
29279,ε02057,εἰλαμίδες,n,n-p---fn1l,εἰλαμιδῶν,εἰλαμίδες,0
29294,ε02081,εἰλεώδης,a,aps---cn3s,εἰλεώδης εἰλεώδης εἰλεώ͂δες,εἰλεώδης,0
29315,ε02109,εἱλικοειδής,a,aps---cn5s,εἱλικοειδής εἱλικοειδής εἱλικοειδές,εἱλικοειδής,0
29335,ε02155,εἰλυθμός,n,----------,,εἰλυθμός,0
29342,ε02166,εἰλύσπωμα,n,n-s---nn3t,εἰλυσπώματος,εἰλύσπωμα,0
29358,ε02199,εἱμαρτός,a,aps---mn1-,εἱμαρτός εἱμαρτή εἱμαρτόν,εἱμαρτός,0
29378,ε02302,εἰνάτερες,n,n-p---fn1l,εἰνατερῶν,εἰνάτερες,0
29396,,Εἰραφιώτης,n,----------,,Εἰραφιώτης,0
29406,ε02719,εἰρεσιώνη,n,n-s---fn1e,εἰρεσιώνης,εἰρεσιώνη,0
29453,ε02891,εἰρωνεία,n,n-s---fn1l,εἰρωνείας,εἰρωνεία,0
29496,ε02947,εἰσαναβαίνω,v,----------,,εἰσαναβαίνω,0
29511,ε02963,εἰσαποδίδωμι,v,----------,,εἰσαποδίδωμι,0
29521,ε02929,εἰσαῦθις,n,----------,,εἰσαῦθις,0
29532,ε02987,εἴσβασις,n,n-s---fn3v,εἰσβασέως,εἴσβασις,0
29546,ε03001,εἰσδεκτός,a,aps---mn1-,εἰσδεκτός εἰσδεκτή εἰσδεκτόν,εἰσδεκτός,0
29569,ε03032,εἰσέπειτα,r,----------,,εἰσέπειτα,0
29581,ε03045,εἰσήγημα,n,n-s---nn3t,εἰσηγήματος,εἰσήγημα,0
29601,ε03076,εἰσθρῴσκω,v,----------,,εἰσθρῴσκω,0
29612,ε03090,εἰσιτήριος,a,aps---cn2-,εἰσιτήριος εἰσιτήριος εἰσιτήριον,εἰσιτήριος,0
29627,ε03117,εἰσκηρύσσω,v,----------,,εἰσκηρύσσω,0
29630,ε03122,εἴσκλησις,n,n-s---fn3v,εἰσκλησέως,εἴσκλησις,0
29646,ε03140,εἰσκύκλημα,n,n-s---nn3t,εἰσκυκλήματος,εἰσκύκλημα,0
29687,ε03186,εἰσόπιν,r,----------,,εἰσόπιν,0
29689,ε03188,εἴσοπτος,a,aps---cn2-,εἴσοπτος εἴσοπτος εἴσοπτον,εἴσοπτος,0
29713,ε03213,εἰσπέτομαι,v,----------,,εἰσπέτομαι,0
29728,ε03230,εἴσπνοος,a,aps---cn2-,εἴσπνοος εἴσπνοος εἴσπνοον,εἴσπνοος,0
29077,ε01010,εἴασκον,n,----------,,εἴασκον,0
84004,π11039,προκιχράω,v,----------,,προκιχράω,0
29104,ε01257,εἰδοποίημα,n,n-s---nn3t,εἰδοποιήματος,εἰδοποίημα,0
29805,ε03794,ἑκαστάτω,v,----------,,ἑκαστάτω,0
6164,α06793,ἀναίσχυντος,a,aps---cn2-,ἀναίσχυντος ἀναίσχυντος ἀναίσχυντον,ἀναίσχυντος,0
84005,π11040,προκλαίω,v,----------,,προκλαίω,0
29806,ε03795,ἑκαστάχη,r,----------,,ἑκαστάχη,0
29807,ε03798,ἑκασταχόθεν,r,----------,,ἑκασταχόθεν,0
29837,ε03823,ἑκατόγγυιος,a,aps---cn2-,ἑκατόγγυιος ἑκατόγγυιος ἑκατόγγυιον,ἑκατόγγυιος,0
29857,ε03843,ἑκατομφόνια,n,n-p---nn2-,ἑκατομφονίων,ἑκατομφόνια,0
29887,ε03873,ἑκατοντάπλεθρος,a,aps---cn2-,ἑκατοντάπλεθρος ἑκατοντάπλεθρος ἑκατοντάπλεθρον,ἑκατοντάπλεθρος,0
29944,ε03930,ἐκβιβάζω,v,----------,,ἐκβιβάζω,0
29947,ε03933,ἐκβιβαστικός,a,aps---mn1-,ἐκβιβαστικός ἐκβιβαστική ἐκβιβαστικόν,ἐκβιβαστικός,0
29976,ε03962,ἐκβολιμαῖος,a,aps---mn1-,ἐκβολιμαῖος ἐκβολιμαῖα ἐκβολιμαῖον,ἐκβολιμαῖος,0
30000,ε03986,ἐκγαλακτόω,v,----------,,ἐκγαλακτόω,0
30010,ε03996,ἐκγενής,a,aps---cn5s,ἐκγενής ἐκγενής ἐκγενές,ἐκγενής,0
30030,ε04015,ἑκδάκτυλος,a,aps---cn2-,ἑκδάκτυλος ἑκδάκτυλος ἑκδάκτυλον,ἑκδάκτυλος,0
30057,ε04043,ἐκδερματόω,v,----------,,ἐκδερματόω,0
30060,ε04046,ἔκδετος,a,aps---cn2-,ἔκδετος ἔκδετος ἔκδετον,ἔκδετος,0
30086,ε04072,ἐκδιέρχομαι,v,----------,,ἐκδιέρχομαι,0
30099,ε04085,ἐκδικητικός,a,aps---mn1-,ἐκδικητικός ἐκδικητική ἐκδικητικόν,ἐκδικητικός,0
30114,ε04100,ἐκδοκιμάζω,v,----------,,ἐκδοκιμάζω,0
30116,ε04102,ἐκδορά,n,n-s---fn1l,ἐκδορᾶς,ἐκδορά,0
30134,ε04119,ἕκδραχμος,a,aps---cn2-,ἕκδραχμος ἕκδραχμος ἕκδραχμον,ἕκδραχμος,0
30156,ε04139,ἐκείνινος,a,aps---mn1-,ἐκείνινος ἐκεινίνη ἐκείνινον,ἐκείνινος,0
30171,ε04154,ἐκζήτησις,n,n-s---fn3v,ἐκζητησέως,ἐκζήτησις,0
30175,ε04158,ἐκζωπύρησις,n,n-s---fn3v,ἐκζωπυρησέως,ἐκζωπύρησις,0
30227,ε04211,ἐκθήλυνσις,n,n-s---fn3v,ἐκθηλυνσέως,ἐκθήλυνσις,0
30233,ε04217,ἐκθησαυρίζω,v,----------,,ἐκθησαυρίζω,0
30251,ε04235,ἐκθρόμβωσις,n,n-s---fn3v,ἐκθρομβωσέως,ἐκθρόμβωσις,0
30266,ε04250,ἐκθυτικός,a,aps---mn1-,ἐκθυτικός ἐκθυτική ἐκθυτικόν,ἐκθυτικός,0
30283,ε04267,ἑκκαιδεκάκωλος,n,----------,,ἑκκαιδεκάκωλος,0
30325,ε04309,ἐκκαύλημα,n,n-s---nn3t,ἐκκαυλήματος,ἐκκαύλημα,0
30334,ε04318,ἐκκάω,v,----------,,ἐκκάω,0
